직원ID,퇴직여부,나이,성별,출장빈도,일대비급여수준,부서,집과의거리,전공,업무환경만족도,업무참여도,업무만족도,결혼여부,월급여,일한회사수,직원수,18세이상,야근정도,급여증가분백분율,스톡옵션정도,근속연수,현재역할년수,마지막승진년수
875,No,42,Male,Travel_Frequently,1271,Research & Development,2,Medical,2,3,4,Single,2515,5,1,Y,Yes,14,0,2,1,2
878,No,36,Male,Travel_Rarely,1278,Human Resources,8,Life Sciences,1,2,1,Married,2342,0,1,Y,No,21,0,5,4,0
879,No,25,Male,Travel_Rarely,141,Sales,3,Other,3,3,1,Married,4194,1,1,Y,Yes,18,0,5,3,0
880,No,35,Female,Travel_Rarely,607,Research & Development,9,Life Sciences,4,2,3,Married,10685,1,1,Y,Yes,20,1,17,14,5
881,Yes,35,Female,Travel_Frequently,130,Research & Development,25,Life Sciences,4,3,2,Divorced,2022,1,1,Y,Yes,19,1,10,2,7
882,No,32,Male,Non-Travel,300,Research & Development,1,Life Sciences,4,3,4,Divorced,2314,0,1,Y,No,12,1,3,0,0
885,No,25,Male,Travel_Rarely,583,Sales,4,Marketing,3,2,1,Married,4256,1,1,Y,No,12,0,5,2,0
887,No,49,Female,Travel_Rarely,1418,Research & Development,1,Technical Degree,3,3,1,Married,3580,2,1,Y,No,16,1,4,2,0
888,No,24,Male,Non-Travel,1269,Research & Development,4,Life Sciences,1,2,4,Married,3162,0,1,Y,No,17,0,5,2,3
889,No,32,Male,Travel_Frequently,379,Sales,5,Life Sciences,2,3,2,Married,6524,1,1,Y,No,14,1,10,8,5
893,No,38,Male,Travel_Rarely,395,Sales,9,Marketing,2,2,2,Married,2899,0,1,Y,No,19,1,2,2,1
894,No,42,Female,Travel_Rarely,1265,Research & Development,3,Life Sciences,3,4,4,Married,5231,2,1,Y,Yes,13,1,5,3,1
895,No,31,Male,Travel_Rarely,1222,Research & Development,11,Life Sciences,4,3,4,Married,2356,3,1,Y,Yes,19,1,6,4,0
896,Yes,29,Female,Travel_Rarely,341,Sales,1,Medical,2,2,3,Divorced,2800,6,1,Y,Yes,19,3,3,2,0
897,No,53,Male,Travel_Rarely,868,Sales,8,Marketing,1,3,4,Married,11836,5,1,Y,No,14,1,2,0,2
899,No,35,Male,Travel_Rarely,672,Research & Development,25,Technical Degree,4,2,2,Married,10903,3,1,Y,No,16,0,13,10,4
900,No,37,Female,Travel_Frequently,1231,Sales,21,Medical,3,3,4,Married,2973,5,1,Y,No,15,1,5,4,0
901,No,53,Female,Travel_Rarely,102,Research & Development,23,Life Sciences,4,3,4,Single,14275,6,1,Y,No,18,0,12,9,3
902,No,43,Female,Travel_Frequently,422,Research & Development,1,Life Sciences,4,3,4,Married,5562,4,1,Y,No,13,1,5,2,2
903,No,47,Female,Travel_Rarely,249,Sales,2,Marketing,3,3,4,Married,4537,0,1,Y,Yes,22,1,7,6,7
904,No,37,Male,Non-Travel,1252,Sales,19,Medical,1,3,2,Single,7642,1,1,Y,Yes,13,0,10,0,0
905,No,50,Male,Non-Travel,881,Research & Development,2,Life Sciences,1,3,1,Divorced,17924,1,1,Y,No,11,1,31,6,14
909,No,39,Female,Travel_Rarely,1383,Human Resources,2,Life Sciences,4,2,4,Married,5204,8,1,Y,No,11,2,5,4,0
910,No,33,Male,Travel_Rarely,1075,Human Resources,3,Human Resources,4,3,2,Divorced,2277,3,1,Y,Yes,11,1,4,3,0
911,Yes,32,Male,Travel_Rarely,374,Research & Development,25,Life Sciences,1,3,4,Single,2795,1,1,Y,Yes,24,0,1,0,0
912,No,29,Female,Travel_Rarely,1086,Research & Development,7,Medical,1,2,4,Divorced,2532,6,1,Y,No,14,3,4,3,0
913,No,44,Male,Travel_Rarely,661,Research & Development,9,Life Sciences,2,3,1,Married,2559,1,1,Y,Yes,13,0,8,7,7
916,No,28,Male,Travel_Rarely,821,Sales,5,Medical,1,3,4,Single,4908,1,1,Y,No,14,0,4,2,0
918,Yes,58,Male,Travel_Frequently,781,Research & Development,2,Life Sciences,4,2,4,Divorced,2380,9,1,Y,Yes,14,1,1,0,0
920,No,43,Female,Travel_Rarely,177,Research & Development,8,Life Sciences,1,3,2,Divorced,4765,4,1,Y,No,21,1,1,0,0
922,Yes,20,Female,Travel_Rarely,500,Sales,2,Medical,3,2,3,Single,2044,1,1,Y,No,13,0,2,2,0
923,Yes,21,Female,Travel_Rarely,1427,Research & Development,18,Other,4,3,4,Single,2693,1,1,Y,No,19,0,1,0,0
924,No,36,Male,Travel_Rarely,1425,Research & Development,14,Life Sciences,3,3,4,Married,6586,0,1,Y,Yes,17,1,16,8,4
925,No,47,Female,Travel_Rarely,1454,Sales,2,Life Sciences,4,2,4,Single,3294,1,1,Y,Yes,18,0,3,2,1
926,Yes,22,Female,Travel_Rarely,617,Research & Development,3,Life Sciences,2,3,3,Married,4171,0,1,Y,Yes,19,1,3,2,0
927,Yes,41,Female,Travel_Rarely,1085,Research & Development,2,Life Sciences,2,1,4,Divorced,2778,4,1,Y,Yes,13,1,7,7,1
930,No,28,Female,Travel_Rarely,995,Research & Development,9,Medical,3,3,3,Divorced,2377,5,1,Y,No,18,1,2,2,2
932,Yes,39,Male,Travel_Rarely,1122,Research & Development,6,Medical,4,3,1,Married,2404,7,1,Y,Yes,21,0,2,2,2
933,No,27,Female,Travel_Rarely,618,Research & Development,4,Life Sciences,2,3,3,Single,2318,1,1,Y,No,19,0,1,1,0
934,No,34,Male,Travel_Rarely,546,Research & Development,10,Life Sciences,2,3,2,Divorced,2008,1,1,Y,No,14,2,1,0,1
936,No,42,Female,Travel_Rarely,462,Sales,14,Medical,3,2,3,Single,6244,7,1,Y,No,17,0,5,4,0
939,No,33,Male,Travel_Rarely,1198,Research & Development,1,Other,3,2,1,Single,2799,3,1,Y,Yes,11,0,3,2,0
940,No,58,Female,Travel_Rarely,1272,Research & Development,5,Technical Degree,3,2,2,Divorced,10552,2,1,Y,Yes,13,1,6,0,0
941,No,31,Male,Travel_Rarely,154,Sales,7,Life Sciences,2,2,3,Married,2329,3,1,Y,No,15,0,7,7,5
942,No,35,Female,Travel_Rarely,1137,Research & Development,21,Life Sciences,4,3,4,Married,4014,1,1,Y,Yes,25,1,10,6,0
944,No,49,Female,Travel_Rarely,527,Research & Development,8,Other,1,3,2,Married,7403,4,1,Y,No,11,1,26,9,1
945,No,48,Male,Travel_Rarely,1469,Research & Development,20,Medical,4,3,3,Married,2259,4,1,Y,No,17,2,0,0,0
947,No,31,Female,Non-Travel,1188,Sales,20,Marketing,4,3,3,Married,6932,1,1,Y,No,13,1,9,8,0
949,No,36,Male,Travel_Rarely,188,Research & Development,7,Other,2,3,4,Single,4678,2,1,Y,No,18,0,6,2,0
950,No,38,Female,Travel_Rarely,1333,Research & Development,1,Technical Degree,4,3,1,Married,13582,1,1,Y,No,13,1,15,12,5
951,No,32,Female,Non-Travel,1184,Research & Development,1,Life Sciences,3,2,2,Married,2332,6,1,Y,No,20,0,3,0,0
952,Yes,25,Male,Travel_Rarely,867,Sales,19,Marketing,3,2,2,Married,2413,1,1,Y,Yes,18,3,1,0,0
954,No,40,Male,Travel_Rarely,658,Sales,10,Marketing,1,2,2,Divorced,9705,2,1,Y,No,12,1,1,0,0
956,No,26,Male,Travel_Frequently,1283,Sales,1,Medical,3,2,1,Single,4294,1,1,Y,No,12,0,7,7,0
957,No,41,Male,Travel_Rarely,263,Research & Development,6,Medical,4,3,1,Single,4721,2,1,Y,Yes,13,0,18,13,2
958,No,36,Male,Travel_Rarely,938,Research & Development,2,Medical,3,3,3,Single,2519,4,1,Y,No,21,0,11,8,3
959,Yes,19,Male,Travel_Rarely,419,Sales,21,Other,4,2,2,Single,2121,1,1,Y,Yes,13,0,1,0,0
960,Yes,20,Male,Travel_Rarely,129,Research & Development,4,Technical Degree,1,3,1,Single,2973,1,1,Y,No,19,0,1,0,0
961,No,31,Female,Travel_Rarely,616,Research & Development,12,Medical,4,3,4,Married,5855,0,1,Y,Yes,11,2,9,7,8
964,No,40,Male,Travel_Frequently,1469,Research & Development,9,Medical,4,3,2,Divorced,3617,8,1,Y,Yes,14,1,1,1,0
966,No,32,Female,Travel_Rarely,498,Research & Development,3,Medical,3,3,1,Married,6725,1,1,Y,No,12,1,8,7,6
967,Yes,36,Male,Travel_Rarely,530,Sales,3,Life Sciences,3,2,4,Married,10325,1,1,Y,Yes,11,1,16,7,3
969,No,33,Female,Travel_Rarely,1069,Research & Development,1,Life Sciences,2,2,4,Single,6949,0,1,Y,No,14,0,5,0,1
970,Yes,37,Male,Travel_Rarely,625,Sales,1,Life Sciences,1,2,3,Married,10609,5,1,Y,No,11,0,14,1,11
972,No,45,Male,Non-Travel,805,Research & Development,4,Life Sciences,3,3,2,Married,4447,1,1,Y,No,12,0,9,7,0
974,No,29,Female,Travel_Frequently,1404,Sales,20,Technical Degree,3,3,4,Married,2157,1,1,Y,No,15,1,3,1,0
975,No,35,Female,Travel_Rarely,1219,Sales,18,Medical,3,3,3,Married,4601,1,1,Y,No,16,0,5,2,1
976,No,52,Male,Travel_Rarely,1053,Research & Development,1,Life Sciences,4,3,4,Married,17099,2,1,Y,No,15,1,9,8,7
977,Yes,58,Male,Travel_Rarely,289,Research & Development,2,Technical Degree,4,3,3,Single,2479,4,1,Y,No,24,0,1,0,0
981,No,53,Male,Travel_Rarely,1376,Sales,2,Medical,3,3,3,Divorced,14852,6,1,Y,No,13,1,17,13,15
982,No,30,Male,Travel_Rarely,231,Sales,8,Other,3,3,3,Divorced,7264,5,1,Y,No,11,1,8,4,7
983,No,38,Female,Non-Travel,152,Sales,10,Technical Degree,3,3,4,Single,5666,1,1,Y,Yes,13,0,5,3,1
984,No,35,Male,Travel_Rarely,882,Sales,3,Life Sciences,4,3,4,Divorced,7823,6,1,Y,No,13,1,10,9,0
985,No,39,Male,Travel_Rarely,903,Sales,2,Life Sciences,1,4,3,Single,7880,0,1,Y,No,18,0,8,7,0
986,Yes,40,Female,Non-Travel,1479,Sales,24,Life Sciences,2,4,2,Single,13194,4,1,Y,Yes,16,0,1,0,0
987,No,47,Male,Travel_Frequently,1379,Research & Development,16,Medical,3,4,3,Divorced,5067,1,1,Y,Yes,19,0,19,10,2
990,No,36,Male,Non-Travel,1229,Sales,8,Technical Degree,1,3,4,Divorced,5079,4,1,Y,No,13,2,7,7,0
991,Yes,31,Male,Non-Travel,335,Research & Development,9,Medical,3,2,1,Single,2321,0,1,Y,Yes,22,0,3,2,1
992,No,33,Male,Non-Travel,722,Sales,17,Life Sciences,4,3,3,Single,17444,1,1,Y,No,11,0,10,8,6
994,Yes,29,Female,Travel_Rarely,906,Research & Development,10,Life Sciences,4,2,1,Single,2404,6,1,Y,Yes,20,0,0,0,0
995,No,33,Female,Travel_Rarely,461,Research & Development,13,Life Sciences,2,3,4,Single,3452,3,1,Y,No,18,0,3,2,0
996,No,45,Female,Travel_Rarely,974,Research & Development,1,Medical,4,3,4,Divorced,2270,3,1,Y,No,14,2,5,3,0
997,No,50,Male,Travel_Rarely,1126,Research & Development,1,Medical,4,3,4,Divorced,17399,9,1,Y,No,22,1,5,4,1
998,No,33,Female,Travel_Frequently,827,Research & Development,1,Other,3,4,2,Married,5488,1,1,Y,Yes,13,1,6,5,1
999,No,41,Male,Travel_Frequently,840,Research & Development,9,Medical,1,3,3,Divorced,19419,2,1,Y,No,17,1,18,16,0
1001,No,27,Female,Travel_Rarely,1134,Research & Development,16,Technical Degree,3,3,2,Married,2811,9,1,Y,No,14,1,2,2,2
1002,No,45,Male,Non-Travel,248,Research & Development,23,Life Sciences,4,3,1,Married,3633,1,1,Y,Yes,15,1,9,8,0
1003,No,47,Female,Travel_Rarely,955,Sales,4,Life Sciences,4,3,4,Single,4163,1,1,Y,Yes,17,0,9,0,0
1004,Yes,30,Female,Travel_Rarely,138,Research & Development,22,Life Sciences,1,3,3,Married,2132,4,1,Y,Yes,11,0,5,2,0
1005,No,50,Male,Travel_Rarely,939,Research & Development,24,Life Sciences,4,3,3,Married,13973,3,1,Y,Yes,18,1,12,11,1
1006,No,38,Male,Travel_Frequently,1391,Research & Development,10,Medical,3,3,3,Married,2684,0,1,Y,No,17,1,2,1,0
1007,No,46,Male,Travel_Rarely,566,Research & Development,7,Medical,4,3,3,Divorced,10845,6,1,Y,No,13,1,8,7,0
1009,No,24,Female,Travel_Rarely,1206,Research & Development,17,Medical,4,2,3,Divorced,4377,1,1,Y,No,15,2,4,2,3
1010,Yes,35,Male,Travel_Rarely,622,Research & Development,14,Other,3,2,2,Divorced,3743,1,1,Y,Yes,24,1,4,2,0
1011,No,31,Female,Travel_Frequently,853,Research & Development,1,Life Sciences,3,3,1,Married,4148,1,1,Y,No,12,1,4,3,0
1012,No,18,Male,Non-Travel,287,Research & Development,5,Life Sciences,2,3,4,Single,1051,1,1,Y,No,15,0,0,0,0
1013,No,54,Female,Travel_Rarely,1441,Research & Development,17,Technical Degree,3,3,3,Married,10739,8,1,Y,No,11,1,10,7,0
1014,No,35,Female,Travel_Rarely,583,Research & Development,25,Medical,3,3,3,Divorced,10388,1,1,Y,Yes,11,1,16,10,10
1015,No,30,Female,Travel_Rarely,153,Research & Development,8,Life Sciences,2,4,1,Married,11416,0,1,Y,Yes,12,3,8,7,1
1016,Yes,20,Female,Travel_Rarely,1097,Research & Development,11,Medical,4,2,1,Single,2600,1,1,Y,Yes,15,0,1,0,0
1017,Yes,30,Female,Travel_Frequently,109,Research & Development,5,Medical,2,3,2,Single,2422,0,1,Y,No,17,0,3,2,1
1018,No,26,Male,Travel_Rarely,1066,Research & Development,2,Medical,4,4,4,Married,5472,1,1,Y,No,12,0,8,7,1
1019,No,22,Male,Travel_Rarely,217,Research & Development,8,Life Sciences,2,1,1,Married,2451,1,1,Y,No,15,1,4,3,1
1022,No,48,Male,Travel_Rarely,277,Research & Development,6,Life Sciences,1,2,3,Single,4240,2,1,Y,No,13,0,2,2,2
1024,No,48,Male,Travel_Rarely,1355,Research & Development,4,Life Sciences,3,2,3,Single,10999,7,1,Y,No,14,0,15,11,4
1025,No,41,Female,Travel_Rarely,549,Research & Development,7,Medical,4,3,3,Single,5003,6,1,Y,No,14,0,2,2,2
1026,No,39,Female,Travel_Rarely,466,Research & Development,1,Life Sciences,4,2,4,Married,12742,1,1,Y,No,16,1,21,6,11
1027,No,27,Female,Travel_Rarely,1055,Research & Development,2,Life Sciences,1,3,4,Married,4227,0,1,Y,No,18,1,3,2,2
1028,No,35,Male,Travel_Rarely,802,Research & Development,10,Other,2,3,4,Divorced,3917,1,1,Y,No,20,1,3,2,1
1029,No,42,Male,Travel_Rarely,265,Sales,5,Marketing,4,3,3,Married,18303,6,1,Y,No,13,0,1,0,0
1030,No,50,Male,Travel_Rarely,804,Research & Development,9,Life Sciences,1,3,4,Married,2380,4,1,Y,No,18,0,1,0,0
1032,No,59,Female,Travel_Rarely,715,Research & Development,2,Life Sciences,3,2,4,Single,13726,3,1,Y,Yes,13,0,5,3,4
1033,Yes,37,Female,Travel_Rarely,1141,Research & Development,11,Medical,1,1,2,Married,4777,5,1,Y,No,15,0,1,0,0
1034,No,55,Male,Travel_Frequently,135,Research & Development,18,Medical,3,3,2,Married,6385,3,1,Y,Yes,14,2,8,7,6
1035,No,41,Female,Non-Travel,247,Research & Development,7,Life Sciences,2,1,3,Divorced,19973,1,1,Y,No,22,2,21,16,5
1036,No,38,Male,Travel_Rarely,1035,Sales,3,Life Sciences,2,3,4,Single,6861,8,1,Y,Yes,12,0,1,0,0
1037,Yes,26,Male,Non-Travel,265,Sales,29,Medical,2,1,1,Single,4969,8,1,Y,No,18,0,2,2,2
1038,Yes,52,Female,Travel_Rarely,266,Sales,2,Marketing,1,1,4,Married,19845,1,1,Y,No,15,1,32,14,6
1039,No,44,Female,Travel_Rarely,1448,Sales,28,Medical,4,4,4,Married,13320,3,1,Y,Yes,18,1,12,11,11
1040,No,50,Female,Non-Travel,145,Sales,1,Life Sciences,4,3,3,Married,6347,0,1,Y,No,12,1,18,7,0
1042,Yes,36,Female,Travel_Rarely,885,Research & Development,16,Life Sciences,3,4,1,Single,2743,1,1,Y,No,16,0,17,13,15
1043,No,39,Female,Travel_Frequently,945,Research & Development,22,Medical,4,3,1,Single,10880,1,1,Y,Yes,13,0,21,6,2
1044,No,33,Female,Non-Travel,1038,Sales,8,Life Sciences,2,2,4,Single,2342,0,1,Y,No,19,0,2,2,2
1045,No,45,Female,Travel_Rarely,1234,Sales,11,Life Sciences,4,3,4,Married,17650,3,1,Y,No,13,1,9,3,1
1046,No,32,Female,Non-Travel,1109,Research & Development,29,Medical,4,3,3,Single,4025,9,1,Y,No,12,0,8,7,7
1047,No,34,Male,Travel_Rarely,216,Sales,1,Marketing,2,4,4,Divorced,9725,0,1,Y,No,11,1,15,1,0
1048,No,59,Male,Travel_Rarely,1089,Sales,1,Technical Degree,2,3,4,Married,11904,3,1,Y,Yes,14,1,6,4,0
1049,No,45,Male,Travel_Rarely,788,Human Resources,24,Medical,2,3,2,Single,2177,1,1,Y,No,16,0,6,3,0
1050,No,53,Female,Travel_Frequently,124,Sales,2,Marketing,3,2,2,Married,7525,2,1,Y,No,12,1,15,7,6
1052,Yes,36,Male,Travel_Rarely,660,Research & Development,15,Other,1,3,3,Divorced,4834,7,1,Y,No,14,1,1,0,0
1053,Yes,26,Male,Travel_Frequently,342,Research & Development,2,Life Sciences,1,3,1,Married,2042,6,1,Y,Yes,14,1,3,2,1
1055,No,34,Female,Travel_Rarely,1333,Sales,10,Life Sciences,3,3,3,Married,2220,1,1,Y,Yes,19,1,1,1,0
1056,No,28,Male,Travel_Rarely,1144,Sales,10,Medical,4,3,2,Married,1052,1,1,Y,No,22,0,1,0,0
1060,No,38,Male,Travel_Frequently,1186,Research & Development,3,Other,3,3,3,Married,2821,3,1,Y,No,16,1,2,2,2
1061,No,50,Male,Travel_Rarely,1464,Research & Development,2,Medical,2,3,3,Married,19237,2,1,Y,Yes,11,1,8,1,7
1062,No,37,Female,Travel_Rarely,124,Research & Development,3,Other,4,3,2,Single,4107,3,1,Y,No,15,0,4,3,0
1066,No,40,Male,Travel_Rarely,300,Sales,26,Marketing,3,3,1,Married,8396,1,1,Y,No,14,1,7,7,7
1068,No,26,Female,Travel_Frequently,921,Research & Development,1,Medical,1,2,3,Divorced,2007,1,1,Y,No,13,2,5,3,1
1069,No,46,Male,Travel_Rarely,430,Research & Development,1,Medical,4,3,4,Divorced,19627,9,1,Y,No,17,2,2,2,2
1070,No,54,Female,Travel_Rarely,1082,Sales,2,Life Sciences,3,2,3,Married,10686,6,1,Y,No,11,1,9,4,7
1071,No,56,Female,Travel_Frequently,1240,Research & Development,9,Medical,1,3,3,Married,2942,2,1,Y,No,19,1,5,4,0
1073,No,36,Female,Travel_Rarely,796,Research & Development,12,Medical,4,2,4,Single,8858,0,1,Y,No,11,0,14,8,7
1074,No,55,Male,Non-Travel,444,Research & Development,2,Medical,3,2,1,Single,16756,7,1,Y,No,15,0,9,7,6
1076,No,43,Male,Travel_Rarely,415,Sales,25,Medical,3,2,4,Divorced,10798,5,1,Y,No,13,1,1,0,0
1077,Yes,20,Female,Travel_Frequently,769,Sales,9,Marketing,4,3,4,Single,2323,1,1,Y,Yes,14,0,2,2,0
1079,Yes,21,Female,Travel_Rarely,1334,Research & Development,10,Life Sciences,3,2,1,Single,1416,1,1,Y,No,13,0,1,0,1
1080,No,46,Female,Travel_Rarely,1003,Research & Development,8,Life Sciences,4,2,1,Divorced,4615,8,1,Y,Yes,23,3,16,13,1
1081,Yes,51,Male,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,3,3,Married,2461,9,1,Y,Yes,12,3,10,0,2
1082,Yes,28,Male,Non-Travel,1366,Research & Development,24,Technical Degree,2,2,1,Single,8722,1,1,Y,No,12,0,10,7,1
1083,No,26,Male,Travel_Rarely,192,Research & Development,1,Medical,1,2,1,Married,3955,1,1,Y,No,16,2,5,3,1
1084,No,30,Male,Travel_Rarely,1176,Research & Development,20,Other,3,3,1,Married,9957,0,1,Y,No,15,1,6,2,0
1085,No,41,Female,Travel_Rarely,509,Research & Development,7,Technical Degree,2,4,3,Married,3376,1,1,Y,No,13,0,10,6,0
1088,No,38,Female,Travel_Rarely,330,Research & Development,17,Life Sciences,3,2,3,Married,8823,0,1,Y,No,18,1,19,9,1
1092,No,40,Male,Travel_Rarely,1492,Research & Development,20,Technical Degree,1,3,4,Married,10322,4,1,Y,No,20,1,11,10,11
1094,No,27,Male,Non-Travel,1277,Research & Development,8,Life Sciences,1,1,3,Married,4621,1,1,Y,No,19,3,3,2,1
1096,No,55,Male,Travel_Frequently,1091,Research & Development,2,Life Sciences,4,3,2,Married,10976,3,1,Y,No,18,1,3,2,1
1097,No,28,Female,Travel_Rarely,857,Research & Development,10,Other,3,3,3,Single,3660,3,1,Y,No,13,0,8,7,1
1098,Yes,44,Male,Travel_Rarely,1376,Human Resources,1,Medical,2,2,1,Married,10482,9,1,Y,No,14,1,20,6,3
1099,No,33,Male,Travel_Rarely,654,Research & Development,5,Life Sciences,4,2,4,Divorced,7119,4,1,Y,No,15,1,3,2,1
1100,Yes,35,Male,Travel_Rarely,1204,Sales,4,Technical Degree,4,3,1,Single,9582,0,1,Y,Yes,22,0,8,7,4
1101,Yes,33,Female,Travel_Frequently,827,Research & Development,29,Medical,1,2,3,Single,4508,1,1,Y,No,22,0,13,7,3
1102,No,28,Male,Travel_Rarely,895,Research & Development,15,Life Sciences,1,3,3,Divorced,2207,1,1,Y,No,16,1,4,2,2
1103,No,34,Male,Travel_Frequently,618,Research & Development,3,Life Sciences,1,3,4,Single,7756,0,1,Y,No,17,0,6,2,0
1105,No,37,Female,Travel_Rarely,309,Sales,10,Life Sciences,4,2,4,Divorced,6694,2,1,Y,Yes,14,3,1,0,0
1106,Yes,25,Male,Travel_Rarely,1219,Research & Development,4,Technical Degree,4,3,4,Married,3691,1,1,Y,Yes,15,1,7,7,5
1107,Yes,26,Male,Travel_Rarely,1330,Research & Development,21,Medical,1,3,3,Divorced,2377,1,1,Y,No,20,1,1,1,0
1108,Yes,33,Male,Travel_Rarely,1017,Research & Development,25,Medical,1,2,2,Single,2313,4,1,Y,Yes,20,0,2,2,2
1109,No,42,Male,Travel_Rarely,469,Research & Development,2,Medical,4,3,1,Married,17665,0,1,Y,No,17,1,22,6,13
1111,Yes,28,Male,Travel_Frequently,1009,Research & Development,1,Medical,1,2,2,Divorced,2596,1,1,Y,No,15,2,1,0,0
1113,Yes,50,Male,Travel_Frequently,959,Sales,1,Other,4,3,3,Single,4728,3,1,Y,Yes,14,0,0,0,0
1114,No,33,Female,Travel_Frequently,970,Sales,7,Life Sciences,4,3,2,Married,4302,0,1,Y,No,17,1,3,2,0
1115,No,34,Male,Non-Travel,697,Research & Development,3,Life Sciences,3,2,4,Married,2979,3,1,Y,No,17,3,0,0,0
1116,No,48,Male,Non-Travel,1262,Research & Development,1,Medical,1,4,4,Single,16885,2,1,Y,No,22,0,5,4,2
1117,No,45,Female,Non-Travel,1050,Sales,9,Life Sciences,2,2,3,Married,5593,1,1,Y,No,13,1,15,10,4
1118,No,52,Male,Travel_Rarely,994,Research & Development,7,Life Sciences,2,3,2,Single,10445,7,1,Y,No,19,0,8,6,4
1119,No,38,Male,Travel_Rarely,770,Sales,10,Marketing,3,2,3,Divorced,8740,0,1,Y,Yes,14,2,8,7,2
1120,No,29,Female,Travel_Rarely,1107,Research & Development,28,Life Sciences,3,3,4,Divorced,2514,4,1,Y,No,22,1,7,5,1
1121,No,28,Female,Travel_Rarely,950,Research & Development,3,Medical,4,3,2,Divorced,7655,0,1,Y,No,17,3,9,7,1
1124,No,46,Male,Travel_Rarely,406,Sales,3,Marketing,1,3,3,Married,17465,3,1,Y,No,12,1,12,9,4
1125,No,38,Male,Travel_Rarely,130,Sales,2,Marketing,4,3,2,Single,7351,7,1,Y,No,16,0,1,0,0
1126,No,43,Female,Travel_Frequently,1082,Research & Development,27,Life Sciences,3,3,1,Married,10820,8,1,Y,No,11,1,8,7,0
1127,Yes,39,Male,Travel_Frequently,203,Research & Development,2,Life Sciences,1,3,4,Divorced,12169,7,1,Y,No,11,3,18,7,11
1128,No,40,Male,Travel_Rarely,1308,Research & Development,14,Medical,3,2,3,Single,19626,1,1,Y,No,14,0,20,7,4
1131,No,21,Female,Travel_Rarely,984,Research & Development,1,Technical Degree,4,2,2,Single,2070,1,1,Y,Yes,11,0,2,2,2
1132,No,39,Male,Non-Travel,439,Research & Development,9,Life Sciences,3,3,2,Single,6782,9,1,Y,No,15,0,5,4,0
1133,No,36,Male,Non-Travel,217,Research & Development,18,Life Sciences,1,3,4,Single,7779,2,1,Y,No,20,0,11,9,0
1135,No,31,Male,Travel_Frequently,793,Sales,20,Life Sciences,3,4,4,Married,2791,0,1,Y,No,12,1,2,2,2
1136,No,28,Male,Travel_Rarely,1451,Research & Development,2,Life Sciences,1,2,2,Married,3201,0,1,Y,No,17,0,5,3,0
1137,No,35,Male,Travel_Frequently,1182,Sales,11,Marketing,4,3,4,Divorced,4968,1,1,Y,No,11,1,5,2,0
1138,No,49,Male,Travel_Rarely,174,Sales,8,Technical Degree,4,2,2,Married,13120,6,1,Y,No,17,1,9,8,2
1140,No,34,Male,Travel_Frequently,1003,Research & Development,2,Life Sciences,4,3,3,Single,4033,2,1,Y,No,11,0,3,2,0
1143,No,29,Female,Travel_Frequently,490,Research & Development,10,Life Sciences,4,3,2,Divorced,3291,0,1,Y,No,14,2,7,5,1
1148,No,42,Male,Travel_Rarely,188,Research & Development,29,Medical,2,1,4,Single,4272,4,1,Y,No,19,0,1,0,0
1150,No,29,Male,Travel_Rarely,718,Research & Development,8,Medical,2,2,4,Married,5056,1,1,Y,Yes,15,1,10,7,1
1152,No,38,Male,Travel_Rarely,433,Human Resources,1,Human Resources,3,4,3,Married,2844,1,1,Y,No,13,1,7,6,5
1154,No,28,Male,Travel_Frequently,773,Research & Development,6,Life Sciences,3,2,3,Divorced,2703,1,1,Y,Yes,14,1,3,1,0
1156,Yes,18,Male,Non-Travel,247,Research & Development,8,Medical,3,3,3,Single,1904,1,1,Y,No,12,0,0,0,0
1157,Yes,33,Female,Travel_Rarely,603,Sales,9,Marketing,1,3,1,Single,8224,0,1,Y,Yes,17,0,5,2,0
1158,No,41,Male,Travel_Rarely,167,Research & Development,12,Life Sciences,2,3,4,Married,4766,3,1,Y,Yes,11,1,1,0,0
1160,Yes,31,Male,Travel_Frequently,874,Research & Development,15,Medical,3,3,3,Married,2610,1,1,Y,No,12,1,2,2,2
1161,No,37,Female,Travel_Rarely,367,Research & Development,25,Medical,3,2,4,Divorced,5731,7,1,Y,No,13,2,6,2,1
1162,No,27,Male,Travel_Rarely,199,Research & Development,6,Life Sciences,4,2,3,Married,2539,1,1,Y,No,13,1,4,2,2
1163,No,34,Female,Travel_Rarely,1400,Sales,9,Life Sciences,2,3,3,Married,5714,1,1,Y,No,20,0,6,5,1
1164,No,35,Male,Travel_Rarely,528,Human Resources,8,Technical Degree,3,3,3,Single,4323,1,1,Y,No,17,0,5,4,1
1165,Yes,29,Female,Travel_Rarely,408,Sales,23,Life Sciences,4,2,1,Married,7336,1,1,Y,No,13,1,11,8,3
1166,No,40,Female,Travel_Frequently,593,Research & Development,9,Medical,2,3,3,Single,13499,9,1,Y,No,17,0,18,7,2
1167,Yes,42,Male,Travel_Frequently,481,Sales,12,Life Sciences,3,3,1,Single,13758,0,1,Y,Yes,12,0,21,9,13
1171,No,42,Male,Travel_Rarely,647,Sales,4,Marketing,2,3,1,Single,5155,7,1,Y,No,13,0,6,4,1
1172,No,35,Male,Travel_Rarely,982,Research & Development,1,Medical,4,2,3,Married,2258,6,1,Y,No,12,1,8,0,1
